from_node,to_node,from_lat_long,to_lat_long,distance,travel_time,distance_text,duration_text,city_id,from_lat,from_long,,
Nasser AlJabur Avenue-2,Manama Terminal 6 Manama,"26.234637, 50.540977","26.23091, 50.570469",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-2,Seef Mall Manama,"26.234637, 50.540977","26.234389, 50.536222",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-2,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.234637, 50.540977","26.14361, 50.495636",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-2,Government Ave-1 Manama Centre,"26.234637, 50.540977","26.236683, 50.578517",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-2,Bab Al Bahrain Station Manama,"26.234637, 50.540977","26.234671, 50.571809",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-2,Wali Al Ahed HWY-2 Souq Waqif,"26.234637, 50.540977","26.143758, 50.496066",0,0,,,9,26.234637,50.540977,,
Nasser AlJabur Avenue-1,Muharraq Terminal 3,"26.234831, 50.54587","26.249233, 50.6079",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Wali Al Ahed Highway-4 Buri,"26.234831, 50.54587","26.140633, 50.507267",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Wali Al Ahed HWY-6 Hamad Town,"26.234831, 50.54587","26.14205, 50.501783",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Wali Al Ahed HWY-5 Buri,"26.234831, 50.54587","26.142383, 50.501367",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Al Razi Health Center,"26.234831, 50.54587","26.227964, 50.565464",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,University of Bahrain - Sakhir 2,"26.234831, 50.54587","26.048766, 50.512333",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Muharraq PID,"26.234831, 50.54587","26.24885, 50.607896",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Bahrain University Main Gate/2 Zallaq,"26.234831, 50.54587","26.056805, 50.509186",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Bahrain University Main Gate 1,"26.234831, 50.54587","26.056796, 50.508591",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Nasser AlJabur Avenue-2,"26.234831, 50.54587","26.234637, 50.540977",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Nasser AlJabur Avenue-1,"26.234831, 50.54587","26.234831, 50.54587",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Manama Post Office  Manama,"26.234831, 50.54587","26.234418, 50.575338",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,City Centre Bahrain Manama,"26.234831, 50.54587","26.232336, 50.555904",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Manama Terminal 6 Manama,"26.234831, 50.54587","26.23091, 50.570469",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Seef Mall Manama,"26.234831, 50.54587","26.234389, 50.536222",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.234831, 50.54587","26.14361, 50.495636",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Government Ave-1 Manama Centre,"26.234831, 50.54587","26.236683, 50.578517",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Bab Al Bahrain Station Manama,"26.234831, 50.54587","26.234671, 50.571809",0,0,,,10,26.234831,50.54587,,
Nasser AlJabur Avenue-1,Wali Al Ahed HWY-2 Souq Waqif,"26.234831, 50.54587","26.143758, 50.496066",0,0,,,10,26.234831,50.54587,,
Manama Post Office  Manama,Muharraq Terminal 3,"26.234418, 50.575338","26.249233, 50.6079",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Wali Al Ahed Highway-4 Buri,"26.234418, 50.575338","26.140633, 50.507267",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Wali Al Ahed HWY-6 Hamad Town,"26.234418, 50.575338","26.14205, 50.501783",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Wali Al Ahed HWY-5 Buri,"26.234418, 50.575338","26.142383, 50.501367",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Al Razi Health Center,"26.234418, 50.575338","26.227964, 50.565464",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,University of Bahrain - Sakhir 2,"26.234418, 50.575338","26.048766, 50.512333",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Muharraq PID,"26.234418, 50.575338","26.24885, 50.607896",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Bahrain University Main Gate/2 Zallaq,"26.234418, 50.575338","26.056805, 50.509186",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Bahrain University Main Gate 1,"26.234418, 50.575338","26.056796, 50.508591",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Nasser AlJabur Avenue-2,"26.234418, 50.575338","26.234637, 50.540977",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Nasser AlJabur Avenue-1,"26.234418, 50.575338","26.234831, 50.54587",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Manama Post Office  Manama,"26.234418, 50.575338","26.234418, 50.575338",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,City Centre Bahrain Manama,"26.234418, 50.575338","26.232336, 50.555904",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Manama Terminal 6 Manama,"26.234418, 50.575338","26.23091, 50.570469",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Seef Mall Manama,"26.234418, 50.575338","26.234389, 50.536222",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.234418, 50.575338","26.14361, 50.495636",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Government Ave-1 Manama Centre,"26.234418, 50.575338","26.236683, 50.578517",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Bab Al Bahrain Station Manama,"26.234418, 50.575338","26.234671, 50.571809",0,0,,,11,26.234418,50.575338,,
Manama Post Office  Manama,Wali Al Ahed HWY-2 Souq Waqif,"26.234418, 50.575338","26.143758, 50.496066",0,0,,,11,26.234418,50.575338,,
City Centre Bahrain Manama,Muharraq Terminal 3,"26.232336, 50.555904","26.249233, 50.6079",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Wali Al Ahed Highway-4 Buri,"26.232336, 50.555904","26.140633, 50.507267",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Wali Al Ahed HWY-6 Hamad Town,"26.232336, 50.555904","26.14205, 50.501783",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Wali Al Ahed HWY-5 Buri,"26.232336, 50.555904","26.142383, 50.501367",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Al Razi Health Center,"26.232336, 50.555904","26.227964, 50.565464",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,University of Bahrain - Sakhir 2,"26.232336, 50.555904","26.048766, 50.512333",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Muharraq PID,"26.232336, 50.555904","26.24885, 50.607896",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Bahrain University Main Gate/2 Zallaq,"26.232336, 50.555904","26.056805, 50.509186",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Bahrain University Main Gate 1,"26.232336, 50.555904","26.056796, 50.508591",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Nasser AlJabur Avenue-2,"26.232336, 50.555904","26.234637, 50.540977",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Nasser AlJabur Avenue-1,"26.232336, 50.555904","26.234831, 50.54587",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Manama Post Office  Manama,"26.232336, 50.555904","26.234418, 50.575338",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,City Centre Bahrain Manama,"26.232336, 50.555904","26.232336, 50.555904",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Manama Terminal 6 Manama,"26.232336, 50.555904","26.23091, 50.570469",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Seef Mall Manama,"26.232336, 50.555904","26.234389, 50.536222",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.232336, 50.555904","26.14361, 50.495636",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Government Ave-1 Manama Centre,"26.232336, 50.555904","26.236683, 50.578517",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Bab Al Bahrain Station Manama,"26.232336, 50.555904","26.234671, 50.571809",0,0,,,12,26.232336,50.555904,,
City Centre Bahrain Manama,Wali Al Ahed HWY-2 Souq Waqif,"26.232336, 50.555904","26.143758, 50.496066",0,0,,,12,26.232336,50.555904,,
Manama Terminal 6 Manama,Muharraq Terminal 3,"26.23091, 50.570469","26.249233, 50.6079",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Wali Al Ahed Highway-4 Buri,"26.23091, 50.570469","26.140633, 50.507267",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Wali Al Ahed HWY-6 Hamad Town,"26.23091, 50.570469","26.14205, 50.501783",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Wali Al Ahed HWY-5 Buri,"26.23091, 50.570469","26.142383, 50.501367",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Al Razi Health Center,"26.23091, 50.570469","26.227964, 50.565464",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,University of Bahrain - Sakhir 2,"26.23091, 50.570469","26.048766, 50.512333",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Muharraq PID,"26.23091, 50.570469","26.24885, 50.607896",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Bahrain University Main Gate/2 Zallaq,"26.23091, 50.570469","26.056805, 50.509186",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Bahrain University Main Gate 1,"26.23091, 50.570469","26.056796, 50.508591",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Nasser AlJabur Avenue-2,"26.23091, 50.570469","26.234637, 50.540977",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Nasser AlJabur Avenue-1,"26.23091, 50.570469","26.234831, 50.54587",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Manama Post Office  Manama,"26.23091, 50.570469","26.234418, 50.575338",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,City Centre Bahrain Manama,"26.23091, 50.570469","26.232336, 50.555904",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Manama Terminal 6 Manama,"26.23091, 50.570469","26.23091, 50.570469",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Seef Mall Manama,"26.23091, 50.570469","26.234389, 50.536222",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.23091, 50.570469","26.14361, 50.495636",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Government Ave-1 Manama Centre,"26.23091, 50.570469","26.236683, 50.578517",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Bab Al Bahrain Station Manama,"26.23091, 50.570469","26.234671, 50.571809",0,0,,,13,26.23091,50.570469,,
Manama Terminal 6 Manama,Wali Al Ahed HWY-2 Souq Waqif,"26.23091, 50.570469","26.143758, 50.496066",0,0,,,13,26.23091,50.570469,,
Seef Mall Manama,Muharraq Terminal 3,"26.234389, 50.536222","26.249233, 50.6079",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Wali Al Ahed Highway-4 Buri,"26.234389, 50.536222","26.140633, 50.507267",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Wali Al Ahed HWY-6 Hamad Town,"26.234389, 50.536222","26.14205, 50.501783",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Wali Al Ahed HWY-5 Buri,"26.234389, 50.536222","26.142383, 50.501367",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Al Razi Health Center,"26.234389, 50.536222","26.227964, 50.565464",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,University of Bahrain - Sakhir 2,"26.234389, 50.536222","26.048766, 50.512333",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Muharraq PID,"26.234389, 50.536222","26.24885, 50.607896",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Bahrain University Main Gate/2 Zallaq,"26.234389, 50.536222","26.056805, 50.509186",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Bahrain University Main Gate 1,"26.234389, 50.536222","26.056796, 50.508591",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Nasser AlJabur Avenue-2,"26.234389, 50.536222","26.234637, 50.540977",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Nasser AlJabur Avenue-1,"26.234389, 50.536222","26.234831, 50.54587",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Manama Post Office  Manama,"26.234389, 50.536222","26.234418, 50.575338",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,City Centre Bahrain Manama,"26.234389, 50.536222","26.232336, 50.555904",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Manama Terminal 6 Manama,"26.234389, 50.536222","26.23091, 50.570469",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Seef Mall Manama,"26.234389, 50.536222","26.234389, 50.536222",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.234389, 50.536222","26.14361, 50.495636",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Government Ave-1 Manama Centre,"26.234389, 50.536222","26.236683, 50.578517",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Bab Al Bahrain Station Manama,"26.234389, 50.536222","26.234671, 50.571809",0,0,,,14,26.234389,50.536222,,
Seef Mall Manama,Wali Al Ahed HWY-2 Souq Waqif,"26.234389, 50.536222","26.143758, 50.496066",0,0,,,14,26.234389,50.536222,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Muharraq Terminal 3,"26.14361, 50.495636","26.249233, 50.6079",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Wali Al Ahed Highway-4 Buri,"26.14361, 50.495636","26.140633, 50.507267",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Wali Al Ahed HWY-6 Hamad Town,"26.14361, 50.495636","26.14205, 50.501783",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Wali Al Ahed HWY-5 Buri,"26.14361, 50.495636","26.142383, 50.501367",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Al Razi Health Center,"26.14361, 50.495636","26.227964, 50.565464",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,University of Bahrain - Sakhir 2,"26.14361, 50.495636","26.048766, 50.512333",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Muharraq PID,"26.14361, 50.495636","26.24885, 50.607896",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Bahrain University Main Gate/2 Zallaq,"26.14361, 50.495636","26.056805, 50.509186",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Bahrain University Main Gate 1,"26.14361, 50.495636","26.056796, 50.508591",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Nasser AlJabur Avenue-2,"26.14361, 50.495636","26.234637, 50.540977",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Nasser AlJabur Avenue-1,"26.14361, 50.495636","26.234831, 50.54587",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Manama Post Office  Manama,"26.14361, 50.495636","26.234418, 50.575338",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,City Centre Bahrain Manama,"26.14361, 50.495636","26.232336, 50.555904",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Manama Terminal 6 Manama,"26.14361, 50.495636","26.23091, 50.570469",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Seef Mall Manama,"26.14361, 50.495636","26.234389, 50.536222",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.14361, 50.495636","26.14361, 50.495636",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Government Ave-1 Manama Centre,"26.14361, 50.495636","26.236683, 50.578517",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Bab Al Bahrain Station Manama,"26.14361, 50.495636","26.234671, 50.571809",0,0,,,15,26.14361,50.495636,,
Wali Al Ahed HWY-1 Souq Waqif Hamad Town,Wali Al Ahed HWY-2 Souq Waqif,"26.14361, 50.495636","26.143758, 50.496066",0,0,,,15,26.14361,50.495636,,
Government Ave-1 Manama Centre,Muharraq Terminal 3,"26.236683, 50.578517","26.249233, 50.6079",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Wali Al Ahed Highway-4 Buri,"26.236683, 50.578517","26.140633, 50.507267",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Wali Al Ahed HWY-6 Hamad Town,"26.236683, 50.578517","26.14205, 50.501783",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Wali Al Ahed HWY-5 Buri,"26.236683, 50.578517","26.142383, 50.501367",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Al Razi Health Center,"26.236683, 50.578517","26.227964, 50.565464",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,University of Bahrain - Sakhir 2,"26.236683, 50.578517","26.048766, 50.512333",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Muharraq PID,"26.236683, 50.578517","26.24885, 50.607896",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Bahrain University Main Gate/2 Zallaq,"26.236683, 50.578517","26.056805, 50.509186",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Bahrain University Main Gate 1,"26.236683, 50.578517","26.056796, 50.508591",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Nasser AlJabur Avenue-2,"26.236683, 50.578517","26.234637, 50.540977",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Nasser AlJabur Avenue-1,"26.236683, 50.578517","26.234831, 50.54587",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Manama Post Office  Manama,"26.236683, 50.578517","26.234418, 50.575338",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,City Centre Bahrain Manama,"26.236683, 50.578517","26.232336, 50.555904",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Manama Terminal 6 Manama,"26.236683, 50.578517","26.23091, 50.570469",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Seef Mall Manama,"26.236683, 50.578517","26.234389, 50.536222",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.236683, 50.578517","26.14361, 50.495636",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Government Ave-1 Manama Centre,"26.236683, 50.578517","26.236683, 50.578517",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Bab Al Bahrain Station Manama,"26.236683, 50.578517","26.234671, 50.571809",0,0,,,16,26.236683,50.578517,,
Government Ave-1 Manama Centre,Wali Al Ahed HWY-2 Souq Waqif,"26.236683, 50.578517","26.143758, 50.496066",0,0,,,16,26.236683,50.578517,,
Bab Al Bahrain Station Manama,Muharraq Terminal 3,"26.234671, 50.571809","26.249233, 50.6079",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Wali Al Ahed Highway-4 Buri,"26.234671, 50.571809","26.140633, 50.507267",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Wali Al Ahed HWY-6 Hamad Town,"26.234671, 50.571809","26.14205, 50.501783",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Wali Al Ahed HWY-5 Buri,"26.234671, 50.571809","26.142383, 50.501367",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Al Razi Health Center,"26.234671, 50.571809","26.227964, 50.565464",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,University of Bahrain - Sakhir 2,"26.234671, 50.571809","26.048766, 50.512333",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Muharraq PID,"26.234671, 50.571809","26.24885, 50.607896",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Bahrain University Main Gate/2 Zallaq,"26.234671, 50.571809","26.056805, 50.509186",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Bahrain University Main Gate 1,"26.234671, 50.571809","26.056796, 50.508591",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Nasser AlJabur Avenue-2,"26.234671, 50.571809","26.234637, 50.540977",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Nasser AlJabur Avenue-1,"26.234671, 50.571809","26.234831, 50.54587",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Manama Post Office  Manama,"26.234671, 50.571809","26.234418, 50.575338",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,City Centre Bahrain Manama,"26.234671, 50.571809","26.232336, 50.555904",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Manama Terminal 6 Manama,"26.234671, 50.571809","26.23091, 50.570469",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Seef Mall Manama,"26.234671, 50.571809","26.234389, 50.536222",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.234671, 50.571809","26.14361, 50.495636",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Government Ave-1 Manama Centre,"26.234671, 50.571809","26.236683, 50.578517",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Bab Al Bahrain Station Manama,"26.234671, 50.571809","26.234671, 50.571809",0,0,,,17,26.234671,50.571809,,
Bab Al Bahrain Station Manama,Wali Al Ahed HWY-2 Souq Waqif,"26.234671, 50.571809","26.143758, 50.496066",0,0,,,17,26.234671,50.571809,,
Wali Al Ahed HWY-2 Souq Waqif,Muharraq Terminal 3,"26.143758, 50.496066","26.249233, 50.6079",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Wali Al Ahed Highway-4 Buri,"26.143758, 50.496066","26.140633, 50.507267",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Wali Al Ahed HWY-6 Hamad Town,"26.143758, 50.496066","26.14205, 50.501783",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Wali Al Ahed HWY-5 Buri,"26.143758, 50.496066","26.142383, 50.501367",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Al Razi Health Center,"26.143758, 50.496066","26.227964, 50.565464",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,University of Bahrain - Sakhir 2,"26.143758, 50.496066","26.048766, 50.512333",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Muharraq PID,"26.143758, 50.496066","26.24885, 50.607896",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Bahrain University Main Gate/2 Zallaq,"26.143758, 50.496066","26.056805, 50.509186",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Bahrain University Main Gate 1,"26.143758, 50.496066","26.056796, 50.508591",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Nasser AlJabur Avenue-2,"26.143758, 50.496066","26.234637, 50.540977",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Nasser AlJabur Avenue-1,"26.143758, 50.496066","26.234831, 50.54587",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Manama Post Office  Manama,"26.143758, 50.496066","26.234418, 50.575338",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,City Centre Bahrain Manama,"26.143758, 50.496066","26.232336, 50.555904",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Manama Terminal 6 Manama,"26.143758, 50.496066","26.23091, 50.570469",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Seef Mall Manama,"26.143758, 50.496066","26.234389, 50.536222",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Wali Al Ahed HWY-1 Souq Waqif Hamad Town,"26.143758, 50.496066","26.14361, 50.495636",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Government Ave-1 Manama Centre,"26.143758, 50.496066","26.236683, 50.578517",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Bab Al Bahrain Station Manama,"26.143758, 50.496066","26.234671, 50.571809",0,0,,,18,26.143758,50.496066,,
Wali Al Ahed HWY-2 Souq Waqif,Wali Al Ahed HWY-2 Souq Waqif,"26.143758, 50.496066","26.143758, 50.496066",0,0,,,18,26.143758,50.496066,,
